label,probability
1.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.5434782608695652,0.45652173913043476]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.11811023622047244,0.8818897637795275]"
0.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.34408602150537637,0.6559139784946236]"
1.0,"[0.2891566265060241,0.7108433734939759]"
1.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.5565749235474006,0.4434250764525994]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.5565749235474006,0.4434250764525994]"
1.0,"[0.2891566265060241,0.7108433734939759]"
1.0,"[0.11811023622047244,0.8818897637795275]"
0.0,"[0.5565749235474006,0.4434250764525994]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.34408602150537637,0.6559139784946236]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.879344262295082,0.12065573770491804]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.2891566265060241,0.7108433734939759]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.6334164588528678,0.36658354114713215]"
0.0,"[0.8342342342342343,0.16576576576576577]"
1.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.1625,0.8375]"
1.0,"[0.11811023622047244,0.8818897637795275]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.11811023622047244,0.8818897637795275]"
1.0,"[0.7221350078492935,0.2778649921507064]"
1.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.7507645259938838,0.2492354740061162]"
0.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.7142857142857143,0.2857142857142857]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.5185185185185185,0.48148148148148145]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.5565749235474006,0.4434250764525994]"
1.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.2891566265060241,0.7108433734939759]"
0.0,"[0.7755102040816326,0.22448979591836735]"
1.0,"[0.06349206349206349,0.9365079365079365]"
1.0,"[0.23809523809523808,0.7619047619047619]"
1.0,"[0.5565749235474006,0.4434250764525994]"
1.0,"[0.06349206349206349,0.9365079365079365]"
1.0,"[0.11811023622047244,0.8818897637795275]"
1.0,"[0.2891566265060241,0.7108433734939759]"
0.0,"[0.5185185185185185,0.48148148148148145]"
0.0,"[0.7507645259938838,0.2492354740061162]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.5565749235474006,0.4434250764525994]"
1.0,"[0.2906764168190128,0.7093235831809872]"
1.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.1625,0.8375]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.7755102040816326,0.22448979591836735]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.22397476340694006,0.7760252365930599]"
1.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.7093023255813954,0.29069767441860467]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.5185185185185185,0.48148148148148145]"
1.0,"[0.2891566265060241,0.7108433734939759]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.5185185185185185,0.48148148148148145]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.7175925925925926,0.2824074074074074]"
1.0,"[0.11278195488721804,0.8872180451127819]"
1.0,"[0.2891566265060241,0.7108433734939759]"
0.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.2891566265060241,0.7108433734939759]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.2906764168190128,0.7093235831809872]"
1.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.7507645259938838,0.2492354740061162]"
1.0,"[0.11278195488721804,0.8872180451127819]"
1.0,"[0.11811023622047244,0.8818897637795275]"
0.0,"[0.22397476340694006,0.7760252365930599]"
1.0,"[0.2906764168190128,0.7093235831809872]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.375,0.625]"
1.0,"[0.5185185185185185,0.48148148148148145]"
1.0,"[0.5185185185185185,0.48148148148148145]"
1.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.8342342342342343,0.16576576576576577]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.5185185185185185,0.48148148148148145]"
0.0,"[0.22397476340694006,0.7760252365930599]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.4262295081967213,0.5737704918032787]"
0.0,"[0.5565749235474006,0.4434250764525994]"
1.0,"[0.5185185185185185,0.48148148148148145]"
0.0,"[0.6708542713567839,0.32914572864321606]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.8065630397236615,0.19343696027633853]"
1.0,"[0.8065630397236615,0.19343696027633853]"
1.0,"[0.2786885245901639,0.7213114754098361]"
1.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.7156398104265402,0.2843601895734597]"
1.0,"[0.8571428571428571,0.14285714285714285]"
0.0,"[0.6775956284153005,0.3224043715846995]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.5524475524475524,0.44755244755244755]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.47959183673469385,0.5204081632653061]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.9090909090909091,0.09090909090909091]"
0.0,"[0.8273770846870262,0.1726229153129738]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.7567567567567568,0.24324324324324326]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.3037037037037037,0.6962962962962963]"
0.0,"[0.9539139274822094,0.04608607251779058]"
1.0,"[0.15625,0.84375]"
1.0,"[0.48548812664907653,0.5145118733509235]"
1.0,"[0.38596491228070173,0.6140350877192983]"
1.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.4935064935064935,0.5064935064935064]"
0.0,"[0.7567567567567568,0.24324324324324326]"
0.0,"[0.7156398104265402,0.2843601895734597]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.21212121212121213,0.7878787878787878]"
1.0,"[0.5161290322580645,0.4838709677419355]"
1.0,"[0.7216828478964401,0.2783171521035599]"
1.0,"[0.3312883435582822,0.6687116564417178]"
1.0,"[0.8292682926829268,0.17073170731707318]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9230769230769231,0.07692307692307693]"
1.0,"[0.5078125,0.4921875]"
0.0,"[0.8273770846870262,0.1726229153129738]"
1.0,"[0.46368715083798884,0.5363128491620112]"
0.0,"[0.48548812664907653,0.5145118733509235]"
0.0,"[0.0,1.0]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.7394636015325671,0.26053639846743293]"
1.0,"[0.09270620313565099,0.907293796864349]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.5078125,0.4921875]"
1.0,"[0.7156398104265402,0.2843601895734597]"
1.0,"[0.12727272727272726,0.8727272727272727]"
0.0,"[0.8,0.2]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.4222222222222222,0.5777777777777777]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.30303030303030304,0.696969696969697]"
1.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.6775956284153005,0.3224043715846995]"
0.0,"[0.7156398104265402,0.2843601895734597]"
0.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.17567567567567569,0.8243243243243243]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.7156398104265402,0.2843601895734597]"
0.0,"[0.17567567567567569,0.8243243243243243]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.06950672645739911,0.9304932735426009]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.6824817518248175,0.3175182481751825]"
0.0,"[0.8292682926829268,0.17073170731707318]"
1.0,"[0.8478260869565217,0.15217391304347827]"
1.0,"[0.5740740740740741,0.42592592592592593]"
0.0,"[0.22397476340694006,0.7760252365930599]"
0.0,"[0.4126984126984127,0.5873015873015873]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9539139274822094,0.04608607251779058]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.45161290322580644,0.5483870967741935]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.0,1.0]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.3312883435582822,0.6687116564417178]"
0.0,"[0.7286063569682152,0.2713936430317848]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9142857142857143,0.08571428571428572]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.8316498316498316,0.16835016835016836]"
1.0,"[1.0,0.0]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.6775956284153005,0.3224043715846995]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9121813031161473,0.08781869688385269]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.935064935064935,0.06493506493506493]"
1.0,"[0.75,0.25]"
1.0,"[0.2906764168190128,0.7093235831809872]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.2906764168190128,0.7093235831809872]"
0.0,"[0.7394636015325671,0.26053639846743293]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.45161290322580644,0.5483870967741935]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.5565749235474006,0.4434250764525994]"
1.0,"[0.3312883435582822,0.6687116564417178]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8,0.2]"
1.0,"[0.6923076923076923,0.3076923076923077]"
1.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.6785714285714286,0.32142857142857145]"
1.0,"[0.5078125,0.4921875]"
1.0,"[0.06950672645739911,0.9304932735426009]"
1.0,"[0.08333333333333333,0.9166666666666666]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.6166281755196305,0.3833718244803695]"
0.0,"[0.47058823529411764,0.5294117647058824]"
0.0,"[0.6166281755196305,0.3833718244803695]"
0.0,"[0.9090909090909091,0.09090909090909091]"
0.0,"[0.9121813031161473,0.08781869688385269]"
0.0,"[0.8571428571428571,0.14285714285714285]"
1.0,"[0.30246913580246915,0.6975308641975309]"
1.0,"[0.8065630397236615,0.19343696027633853]"
1.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.2786885245901639,0.7213114754098361]"
1.0,"[0.2786885245901639,0.7213114754098361]"
1.0,"[0.7,0.3]"
0.0,"[0.8065630397236615,0.19343696027633853]"
1.0,"[0.23404255319148937,0.7659574468085106]"
1.0,"[0.17567567567567569,0.8243243243243243]"
0.0,"[0.9142857142857143,0.08571428571428572]"
0.0,"[0.3387096774193548,0.6612903225806451]"
1.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.3387096774193548,0.6612903225806451]"
1.0,"[0.8065630397236615,0.19343696027633853]"
1.0,"[0.9444444444444444,0.05555555555555555]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.8325837081459271,0.16741629185407297]"
1.0,"[0.06950672645739911,0.9304932735426009]"
0.0,"[0.8,0.2]"
1.0,"[0.06950672645739911,0.9304932735426009]"
1.0,"[0.30246913580246915,0.6975308641975309]"
1.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.935064935064935,0.06493506493506493]"
1.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9053084648493543,0.09469153515064563]"
1.0,"[0.6775956284153005,0.3224043715846995]"
0.0,"[0.8214285714285714,0.17857142857142858]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.8571428571428571,0.14285714285714285]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.7286063569682152,0.2713936430317848]"
0.0,"[0.8065630397236615,0.19343696027633853]"
1.0,"[0.30246913580246915,0.6975308641975309]"
1.0,"[0.17567567567567569,0.8243243243243243]"
1.0,"[0.30246913580246915,0.6975308641975309]"
0.0,"[0.17567567567567569,0.8243243243243243]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.7142857142857143,0.2857142857142857]"
1.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.7156398104265402,0.2843601895734597]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9635193133047211,0.03648068669527897]"
0.0,"[0.7755102040816326,0.22448979591836735]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.8738317757009346,0.1261682242990654]"
1.0,"[0.09270620313565099,0.907293796864349]"
0.0,"[0.6666666666666666,0.3333333333333333]"
0.0,"[0.9053084648493543,0.09469153515064563]"
0.0,"[0.4935064935064935,0.5064935064935064]"
1.0,"[0.3387096774193548,0.6612903225806451]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.7286063569682152,0.2713936430317848]"
0.0,"[0.9358974358974359,0.0641025641025641]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.7169811320754716,0.2830188679245283]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.06338028169014084,0.9366197183098591]"
0.0,"[0.3925233644859813,0.6074766355140186]"
1.0,"[0.4968152866242038,0.5031847133757962]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.46368715083798884,0.5363128491620112]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.9755213055303718,0.024478694469628286]"
1.0,"[0.6334164588528678,0.36658354114713215]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.7286063569682152,0.2713936430317848]"
0.0,"[0.951878707976269,0.04812129202373105]"
1.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.9087837837837838,0.09121621621621621]"
1.0,"[0.15625,0.84375]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.30246913580246915,0.6975308641975309]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.7567567567567568,0.24324324324324326]"
1.0,"[0.30246913580246915,0.6975308641975309]"
0.0,"[0.9755213055303718,0.024478694469628286]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.8575498575498576,0.14245014245014245]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.6824817518248175,0.3175182481751825]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.5185185185185185,0.48148148148148145]"
1.0,"[0.879344262295082,0.12065573770491804]"
1.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.3333333333333333,0.6666666666666666]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9090909090909091,0.09090909090909091]"
0.0,"[0.5078125,0.4921875]"
0.0,"[0.9090909090909091,0.09090909090909091]"
1.0,"[0.6166281755196305,0.3833718244803695]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.2891566265060241,0.7108433734939759]"
1.0,"[0.8854019032192751,0.11459809678072484]"
1.0,"[0.125,0.875]"
1.0,"[0.3333333333333333,0.6666666666666666]"
1.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.11278195488721804,0.8872180451127819]"
0.0,"[0.7221770917952883,0.2778229082047116]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9635193133047211,0.03648068669527897]"
0.0,"[0.9061406299713649,0.09385937002863506]"
1.0,"[0.8342342342342343,0.16576576576576577]"
1.0,"[0.9090909090909091,0.09090909090909091]"
1.0,"[1.0,0.0]"
0.0,"[0.8470588235294118,0.15294117647058825]"
0.0,"[0.9755213055303718,0.024478694469628286]"
1.0,"[0.7358490566037735,0.2641509433962264]"
1.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.125,0.875]"
0.0,"[0.1935483870967742,0.8064516129032258]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.3630952380952381,0.6369047619047619]"
1.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.7221770917952883,0.2778229082047116]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8854019032192751,0.11459809678072484]"
1.0,"[0.125,0.875]"
1.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.7507645259938838,0.2492354740061162]"
